,id,text,sentiment
25856,17389,"@_soutto Brigado amor, pena que não  te vi :(",0.0
6493,6492,"vocês são do UBNE? se sim, digam algo famoso por lá com a hasthag :)
#JustinBBMAs https://t.co/7KfM7faMRN",1.0
20635,12166,odeio como esse tuit é verdadeiro :( https://t.co/VVIhlEHMpJ,0.0
23718,15250,@sasturno mas vc ja namora a dest ai fica dificil :(,0.0
18881,10409,@OficialCorredor @Palmeiras A empresa onde trabalho proibe camisa de time :(,0.0
9875,1402,Pq ninguém me dá atenção ? Devo ser tão chato assim ? :(,0.0
937,938,primeiramente fora themer! :-) - O hábito de falar com Deus muda nosso hábito de falar com as pessoas. #umRei,1.0
5489,5488,"Minha vida tá tão maravilhosa q após descobrir que o dito cujo já está no Tinder, venho jantar num lugar que tá rolando um casamento. :)",1.0
25694,17227,eu quero uma fotinha assim :( https://t.co/fo2y3mmeS5,0.0
22209,13740,@MyGeekWorldLIVE E a pior é não tem dinheiro pra comprar :(,0.0
20193,11722,@extriep Eu também :(,0.0
5119,5118,@LiamPayneUpBRA Ñ sei se interessa mas montei um gif com as fotos.. :-) https://t.co/RrAs7s3h76,1.0
538,539,"Aproveitando o fds em gv com a mais linda @gabssabatina :)..último fds atoa, terça feira tem que trabalhar #vidaboaacabou",1.0
15613,7140,"Eu vou tentar ficar mais feliz, juro! :(",0.0
20871,12402,"quero usar franol, tá aqui, mas eu tô com medo :(",0.0
6186,6185,Espero que você esteja bem :),1.0
8423,8421,jesse comeu meu fone de ouvido :),1.0
10277,1804,"Sai da Kau mais cedo , cheguei as 19hrs no terminal e o bus passou só 19:30 :(",0.0
16119,7646,@britneyalines tbm queria ser respondido :(,0.0
3796,3795,"BOA TARDE :)
VIDEO ACABOU DE SAIR ;)
UMA BOA MELHORIA NO CANAL :)
VIDEO: https://t.co/6LWDPlwIiX
#MR12K https://t.co/6W0ElEOWyI",1.0
9770,1297,snap ta flopando pq tá todo mundo no insta agora :(,0.0
16988,8515,"@Hawk_Gameplays eu nao curto mto hawk mapa, cidade do futuro sempre foi melhor :(",0.0
1974,1973,"@Obvioqn Paramos não, demos um break (#férias). Com toda correria de trabalho e estudos, tava complicado, mas já já voltamos! :)",1.0
18356,9884,"cu doce, tudo doce e ainda fala ""ah anjo :("" https://t.co/ESltDRYZsW",0.0
5449,5448,Minha primeira e singela contribuição pro @CamisaVinteEUm . Dá uma moral aí galera. :) https://t.co/vBBCepvHZu,1.0
16979,8506,Pow ai nao Yoda :(,0.0
11963,3490,"@perryllover ei, muita força :(",0.0
8840,367,queria :( https://t.co/NhfSn34kso,0.0
16537,8064,"@whytaet @BTS_twt É :( , pode deixar neneeeee , eu nunca vou te esquecer  maizinha, tbm te amo ♡",0.0
1811,1811,@mael1910 serio :),1.0
17278,8805,eu me importo com gestos tão pequenos :(,0.0
1394,1395,Eu aceito o mínimo de veteranos. :) https://t.co/13zHxSSxI2,1.0
17391,8918,@perdyhoward Ele é um dos meus personagens favoritos :(,0.0
1197,1198,@tude4nospot Ya desiludiste.... mas foi pq n me respondeste :),1.0
9133,660,eu não tinha conseguido o ingresso :( https://t.co/TaesYGlRJQ,0.0
2578,2577,@elguisodebagre Feliz diaaaa!!! :),1.0
19629,11157,@97EVILBUNNY Ah eu tô com sono :(,0.0
14312,5839,@LoveBanned_ Deixa minhas viadagens pô... :( Ah não vai dizer que tu gosta de dpirona???????,0.0
12395,3922,"Êh, feriado! Em casa de novo :(",0.0
21852,13383,vou ter que ir dormir querendo fazer oq ia fazer mas não posso pois preciso de 8h de sono &gt;:(,0.0
23404,14936,esse cabelo q coisa mais linda :(,0.0
24464,15996,Ah meu coração apertado :(,0.0
24143,15675,saudade de ficar até de manha na rua da lama fazendo desgraça :(,0.0
4367,4366,"""cachorro não é melhor que gato, todos merecem respeito e amor :)""

claro ne com certeza todo mundo q prefere cachorro sai chutando gatos",1.0
19598,11126,a risada do meu amor :( https://t.co/OlGzNiaOj7,0.0
18407,9935,@skyperrys eu também :( mas se continuar distribuindo ingresso pela rádio eu nunca vou conseguir,0.0
23021,14553,tô vendo q já era dale amanja :(,0.0
18024,9551,@thelooserebel Acho mais fácil eu ganhar na loteria do que achar uma pessoa que não me traga decepções :(,0.0
2997,2996,Virou a fatura!  Hora de jogar Mario Kart :) https://t.co/Vut8TybCAS,1.0
7620,7619,"hum, ta bem. depois quero ver — Claro :) quando tiver ai em Portugal ... Ou cá de férias tiro foto ... E que no tr… https://t.co/PuOOcUdJw3",1.0
6462,6461,"@alyxasales03 Essa tag ta errada
ESSA É A TAG CERTA #btsbbmas 
:)",1.0
19048,10576,@amandadbastos @pizzasays Mulher acho q pra OAB eu não consigo relaxar nem se quisesse :(,0.0
22929,14461,"@S13WH Oti, meu dengo. :( Vou te encher de cafuné amanhã.",0.0
1076,1077,"@tockerslol se 1 perde perde todos vamos la rumo a mais um cblol e mundial, vamos usar isso de aprendizado nao é todo dia q jogamos bem :)",1.0
9326,853,brunna aparecida :( https://t.co/PI2j1Mibhr,0.0
21604,13135,@missingmemories nossa que palhaçada :( boa sorte,0.0
19676,11205,@GabiAlmeida92 Vc nem me seguiu de volta na minha conta nova :(,0.0
1107,1108,@Delrey1998 @seuminipai a parte do sonso eu concordo :),1.0
2546,2545,Quero mais aegundas-feiras assim!! #bomdiaferiado :),1.0
7451,7450,"O mene da pessoa que não viu o 2º ato todo de Hamilton no feriado para não ficar na BAD, mas chorou no bus (vindo pra firma) assistindo :)",1.0
3242,3241,@heisolioti E eu sou a Maiarisa :),1.0
920,921,primeiramente fora themer! :-) - Espero que a sua manhã seja tão contagiante quanto o seu sorriso. Tenha um bom dia! #umRei,1.0
5642,5641,@deborapgonzaga eu sou msm :),1.0
18358,9886,Eu dormi muito but queria mais :(,0.0
9784,1311,"VOCÊ! É, você mesma, aceitaria uma partida de quem ... — meu dinheiro da cantina é importante man &gt;:( aí a s... https://t.co/gOOMq9ycK7",0.0
9917,1444,@_hemilyrm Poxa :( kkkkkkkk,0.0
25239,16772,Só queria dormir com o Ni hj assistindo um filminho mas ainda é quinta :(,0.0
13271,4798,as vezes do nada eu fico pensando na crucificação de Jesus  e fico triste mtt triste :(,0.0
22785,14317,"Meu celular ta todo travado! :(
E o telegram parou de funcionar",0.0
20450,11981,@FTschiffeli @OTeuTempero @DanielJanardo @Just__rui @Devestaracrer sorry :( . Sou muito competitivo,0.0
20995,12526,"o só reparei que o whatsapp parou pq vi no twitter
pera
eu nao tenho mais cleularKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKkKkKKkkkkkj :(",0.0
2379,2378,JM- muito gira e bom estilo :),1.0
6403,6402,"@himesatan q legal, bem que poderiamos trocar :) deixa p lá :)",1.0
3103,3102,"Olá Maio , espero que passes rápido e que os testes corram bem , porque eu agr só quero é férias :)",1.0
9443,970,"@Ordinariou voce foi grosso cmg :( ""só pra vc saber""",0.0
23998,15530,minha primeira botinha vai... a unica que eu tenho é uma galocha :(,0.0
25391,16924,Meus memes :(,0.0
24012,15544,Queria ter umas amigas :(,0.0
10968,2495,@Rosielen19 kkkkkkk nossaa :-(,0.0
21195,12726,@allicedimello Jogo passado eu não usei o manto. Foi mal :(,0.0
12892,4419,"@manudeputada Que tristeza, que abusrdo... :(",0.0
13886,5413,@vicsf_ sim amiga :(,0.0
20055,11584,"eu tô bem triste, uma prova q valia 7 eu tirei 1 :(",0.0
18033,9560,@lucsjorgee @wtfangi hauahau eu tinha acabado de chegar do hospital :(,0.0
2428,2427,bom dia pra vc que acordou 8h da manhã pra estudar :),1.0
8549,8547,"estava tão bom olhar série, pena que meu humor foi embora :)",1.0
16797,8324,.@karinawerling UMA MODELO DESSA BICHOOO!!!! E que sorriso maravilhoso??? Único defeito é ser geminiana :( todo sucesso do mundo bb!,0.0
4319,4318,"RT no meu fixado que vai ter sorteio de DM manas :)

ARIANA FOR BBMA
#ArianaBBMAs https://t.co/qdOJazfy2l",1.0
5221,5220,.@bxngguk AAA BIA por favor naoooo. eu adoro vc na timeline serio. sei que a gente nao conversa mas eu fico :-) quando vc aparece,1.0
14352,5879,@MIKAstaff Naoo :( #MikaNoDancingBrasil,0.0
3142,3141,mudança de planos: vou ficar o dia todo deitadinha comendo fruta e reclamando de cólica :),1.0
25510,17043,"@_paulanobre @GiovannaLiem :(
vacilei feio.. my bad",0.0
24909,16442,queria tanto poder ajudar os cachorros tudo mas não tenho dinheiro :(,0.0
18588,10116,"Principalmente nessas aulas que eu fico 80% do tempo moscando, tipo todas... :(",0.0
14628,6155,Que merda tenho que dormir :(,0.0
5372,5371,"nem todos tem a condição de comprar ingresso a esse preço não, todos nós temos o direito de cobrar :) https://t.co/40P6Xea5Cz",1.0
16137,7664,que saudade de cantar racionais c o micael no meio da aula :(,0.0
24838,16371,saí da psicóloga e ela é super. ela disse que se eu nao melhorar em umas coisas tenho que ser medicada :(,0.0
12128,3655,@isagoldcrvg poxa :(,0.0
21346,12877,"@disrturbia :( quer conversar?
to bem",0.0
11895,3422,Queria :( https://t.co/5fTMFiGrv6,0.0
12817,4344,@qlaudjenha No :( Como você tá agora?,0.0
6463,6462,"@TKHuynHuyn @BTS_twt Essa tag ta errada
ESSA É A TAG CERTA #btsbbmas 
:)",1.0
16216,7743,rapaz ainda bem que os roteiristas dos eua desistiram da greve imagina se atrasasse as séries dnv igual 2008 :(,0.0
5444,5443,@_BritoLoureiro Relaxa. Tamo junto. Mas to trampando!!! :),1.0
1468,1469,"@periscopeanal Vou logo, tenho certeza :)",1.0
11305,2832,Esse semestre tem 12 meses? Já não suporto faculdade :-(.,0.0
9755,1282,Vontade de apagar todas as fofos do meu insta maldito toc :(,0.0
1840,1840,"att ao próximo tweet :)

(Não custa mandar um print :)",1.0
2078,2077,@jdoriajr Vim ler os comentários :) no mundo maravilhoso e de pessoas maravilhosas do Twittern #sóquenão,1.0
24928,16461,Eu enquanto GOT ñ volta :( https://t.co/STysX40sks,0.0
4696,4695,".@BTS_twt quarenta e nove. eu tô feliz com o reconhecimento q o kpop tá recebendo :)

#BTSBBMAs",1.0
22385,13917,eu não mereço passar por todo esse peso e muito menos as pessoas em minha volta :(,0.0
1954,1953,@YgorFremo @YouTube Achei que não era tão bom e me surpreendi :),1.0
11693,3220,Greisse ia trazer a piscina e íamos armar no pátio :(,0.0
12612,4139,"@myjeIiebrs me removeram, mas não sei quem foi :(",0.0
8540,8538,Opa! Renato M. Castanho Tudo bem? Obrigado por me seguir. Você é muito importante para mim! :),1.0
9001,528,"@heymoonlight_ Sim,infelizmente é só o 1 do grupo e a Red perdeu 2 games :(",0.0
18282,9809,@rjtgomes2 NAO DEVIAS TAR JURO QUE TE VOU BATER RENATO :(,0.0
4713,4712,@filipatavarespt Nem quero saber. Eu estou no Twitter para me rir e esse objetivo é cumprido. :),1.0
10331,1858,Queria saber se Super Lovers 2 acabou mesmo :(,0.0
5018,5017,@AnneCaieiroB seria demais e histórico! :),1.0
20273,11803,"@vulgomorticia Não, os meus nunca enchem todinhos :(",0.0
19301,10829,Todos os dias um sonho diferente :(,0.0
11158,2685,@lara_silvaa12 Não :( mas eu gostava,0.0
25669,17202,@DharmaVazquez_ Volver :(,0.0
1486,1487,@jeffersonrochaf QUE BOM SERIA SE TODOS OS CRISTÃO FOSSEM TÃO CORDATOS QNT VC É :),1.0
3224,3223,@humphreyzinho vi sim :) eu ia comprar mas como não esta bem discriminado no site da cdjapan eu nem me arrisquei.Vai quem vem um fan made ¬¬,1.0
10866,2393,@297JK Já disse que eles mentem altura :(,0.0
20220,11749,"Queria,mas hj não tem sobremesa
:(.... https://t.co/EwvlU2fDt9",0.0
11265,2792,"mãe acha pouco e quebra meu celular, af, meus contatinhos :(",0.0
23107,14639,viú? urgjdfjju tenho pouca amiga menina :( https://t.co/iXHNmmsBCV,0.0
10737,2264,@xsssnake Num rolou. :(,0.0
6879,6878,@sirenavibes Com vc eu vou :),1.0
21151,12682,Wpp voltou eu nem notei ninguem me da atenção la :(,0.0
1660,1660,"""Wpp - 981... só chama :)""AAAAAAIIII QUE NOJOOOO",1.0
7461,7460,"@wanmarcal Que bom saber que ainda tem gente no mundo que gosta de mais cheinhas :)
Pq às vezes eu me sinto uma bos… https://t.co/0wLtuhe9sz",1.0
2616,2615,"Zuação flores.
:-) https://t.co/hDxmOn7xoh",1.0
14537,6064,@_luiferreir mas eu tô tão nervousa necessito de um cigarrin :( jsdhhdkdbdj,0.0
7763,7762,"tens sempre a camioneta, chato é que ainda demora ate chegar a braga certamente e nao existes co… — É isso mesmo :) https://t.co/BPZ13uI0kw",1.0
19518,11046,"..
Sabe aquelas hrs que a SAUDADE aperta o PEITO..? :(",0.0
12764,4291,so bagunça :(,0.0
600,601,Oi gente :),1.0
20758,12289,@miguel_neves99 Aparece aí para fumarmos essa :(,0.0
1537,1538,Tarde de triciclo :) https://t.co/UMpvY9JfI5,1.0
2745,2744,@Brunass06 Estou doente :),1.0
5384,5383,"Sei que amo sentir, amo o excesso e as vezes leio coisas que acho que foram escritas pra mim. Eu amo poesia. :)",1.0
9044,571,@MormayAgatha Td mundo vai :(,0.0
8783,310,eu escuto a vizinha assistindo o faustao e o coração aperta de saudade de casa porque era o programa de todo domingo com a família :(,0.0
3405,3404,@PequenaJota ficaria ótimo em vc :),1.0
10211,1738,@martynfroiskt baaa não te vi dusmeu :(,0.0
24576,16109,@_gabidcc @juuhprata N fica :(,0.0
23320,14852,"@_heytammy Caramba, melhoras tammy :(",0.0
1691,1691,@FannyCortes698 @LOS3TT @3TT_Fans @pedropalacios8 @JesusG_3TT @ErickIbarra15 Se ve super bonita :) ♡,1.0
4133,4132,@renatab @chuchuchu Mas ne to veianpra sao paulo. Pros xovens ok. Torcendo :),1.0
16790,8317,@guidiinha_ @liliancln Não consigo :(,0.0
23615,15147,Fui 100% ignorada ligando @hospsaoluiz e não consegui resolver meu problema :(,0.0
14667,6194,"sorriso mais lindo de todos os tempos
cp2
vc é linda :(",0.0
5279,5278,"fazia tempo que nao tomava beats secret... (vermelha)
tomei o primeiro gole veio umas lembranças boas do ano passado :)",1.0
17757,9284,"VELHO MEU MUNDO CAIU?? se meu namorado tá pensando assim, é pq a coisa tá feia, ele é o cara mais otimista do MUNDO fiquei tristinha :(",0.0
13625,5152,"@OblivionHell Tbm amo, mas nunca tive :(",0.0
9924,1451,@tecuidoyounan na net não tem mais sbt :(,0.0
17765,9292,Colei meus dedinhos :(,0.0
23628,15160,@soaresnana Tô nessa também :(,0.0
25243,16776,"@_paty_8 to vendo pra comprar outro, aquele lá estragou de vez :(",0.0
13676,5203,o zac bixinho :( #RockStory,0.0
20984,12515,@SassaShim Q estranho :( Será q tem uma chance dos nossos Deuses estarem perdidos nessa votação? Pq se tem super junior....~a dúvida rs,0.0
7141,7140,Super Nova 2017 :) https://t.co/w3bRhWdOB0 #Gaming #PC #PCGaming #GamingPC https://t.co/UP07maLf0n,1.0
10836,2363,Ido tama na :(,0.0
5361,5360,Uma plástica também :) https://t.co/vutpUfCWUy,1.0
25241,16774,"Que saudade da loja, da Mari e da Vi :-(",0.0
4356,4355,"Um aviso eles são os meus MARIDOS :)
#BTSBBMas #BBMAsBTS #BBMas https://t.co/Kk9DhGU5aa",1.0
5641,5640,"Boa noite , ficaram :)",1.0
15900,7427,Descanse em paz dona joaninha :( https://t.co/nHubJSFkth,0.0
18037,9564,Não é possível que não vai ter o meu :(,0.0
23918,15450,"Se eu tivesse andando em círculos eu até agradeceria, pq pelo menos estaria me movimentando. Mas a sensação é de estar paralisado mesmo :(",0.0
18333,9861,@lolaHaushinka ateh comprei algo de tanto querer acreditar mas eh ser otimista demais :(,0.0
23536,15068,@MVansa não tem tt :(,0.0
16803,8330,eu só quero chorar agora eu me sinto tão inutil :( que merda,0.0
7197,7196,Adivinhem para onde é que eu vou agora.. para a camaaa :),1.0
11007,2534,Queria pegar o maluma :(,0.0
14973,6500,@pcycopain mas eu n sinto :(,0.0
5727,5726,O importante é se sentir em paz :),1.0
11827,3354,"To doida pra lavar o cabelo, mas não quero desfazer os cachinhos :(",0.0
15108,6635,"Hm, dred?? Pronto mais uma alentajana que apanha ventos vindos da margem sul e fica mitra :( https://t.co/Fn4b5yxpDD",0.0
8797,324,Tadinho do meu Keiller :(,0.0
14450,5977,@120KDN Tô tentando descobrir como fazer meu pescoço parar de doer :(,0.0
9253,780,@Dri_ka76 Definitivamente... Flamengo sempre vale... É eu já tô parado a muito tempo... :(,0.0
21065,12596,#Whatsapp já voltou :(,0.0
11818,3345,"Amanhã já volto a trabalhar, acabou férias :(",0.0
11277,2804,"lol o salvador conheceu a biebz, tmb qr :(",0.0
19263,10791,agora estou triste por não ter ido para a escola :(,0.0
9426,953,"@tumorfofinho @LoserSemIdeias @shidowearsprada @sugarrcoat @piterisonfire Ô men, troste :(",0.0
18893,10421,Vocês não querem que eu durma :(,0.0
3888,3887,".@catalinapestana 
1- Muito engraçada e gira
2- Skype
3- 4/10 :c
4- Não sei
5- Garagem da Bea
6- És onde quero estar
7- Vira-Caras :)",1.0
22564,14096,hoje ainda tem aula de reforço :(,0.0
8794,321,"ai gente, eu só fui ver isso hoje :(
#MelhorasLuba",0.0
14910,6437,Ai :( te amo https://t.co/Ub7do5IJ0o,0.0
5520,5519,"@joaoggsousa até amanhã, fico à espera da minha chiclete do costume :) &lt;3",1.0
8095,8093,Caladas faziam melhor figura. :),1.0
9460,987,@decio_machado aaaaa que seja só brincadeira pq sabendo da realidade dos idols coreanos eu tenho muita pena do ódio grstuito que recebem :(,0.0
9127,654,queria tanto uns goro :(,0.0
16764,8291,@girassol__ Fica longe pra Caraí! Trabalho aqui em sjp mesmo :( mas se quiser marcamos de ir comer no final de sema… https://t.co/Y6e2SBPv0n,0.0
18964,10492,Queria um batom da cor vinho :(,0.0
24204,15736,@healywires vem :( é p vc msm,0.0
15640,7167,nem acredito que já vai fazer 4 anos que meu vô faleceu! meu melhor amigo :(,0.0
1063,1064,@k0mpa_csgo @TeamAlienTech @upgaming @ricardo_tero @SimaoViner @rlz_csgo Parabéns rapazes. Boa sorte para as finais :),1.0
11616,3143,@sacird_ @Kitamgarp epa tinham me dito que quinta nao ia ter aulas tambem.. desculpa :(,0.0
1598,1599,Segunda :) https://t.co/xZDiBkC1Dn,1.0
10278,1805,"@ferreirajuliaaz @_dudapaiva_ 
gatinha 
no twitter 
0 :( 
com aquele leo la os dois ficam na maior viadagem se assumam 
não temos:(",0.0
3292,3291,.@trucefortyler 26. n tem :),1.0
17959,9486,"tô c muita saudade da Lolo, da Ni, Jay, Bru, Steph, Carol... se eu pudesse eu via elas todo dia :(",0.0
10396,1923,@carolldiniz__ Segunda semana de maio 25 :(,0.0
8709,236,Morreu o moço latino americano :(,0.0
10662,2189,@ohptbaza porque não meteste a foto na sanita? :(,0.0
15723,7250,"mas que bosta, nem bebi tanto assim pra ficar de ressaquinha hoje :(",0.0
16842,8369,Quero um feriado dnv :(,0.0
15889,7416,To tão estressada.. dormi tao mal essa noite :(,0.0
7578,7577,só me chamem pra role que aceite VR até o dia 15 :),1.0
3007,3006,"@OLX_Brasil olá, gostaria de saber se é possível e como faço pra alterar o e-mail associado à minha conta :-)",1.0
18814,10342,"Ai que sono. Não quero trabalhar :(
   #BTSBBMAs",0.0
3718,3717,Cara usa Bolsonaro no nome já sei q é sem argumento e moral :),1.0
11602,3129,"@ifsgodws mereces toda a felicidade possível. Obrigada pelas tuas palavras, eu amo-te muito :( ❤️",0.0
9967,1494,"baita canal, pena que tá morrendo :( https://t.co/uHZwA55gMP",0.0
3195,3194,leiam :) https://t.co/qRUCBoNcAV,1.0
20272,11802,Queria ser feliz e ter uma passagem pira ir Japão agora.  :( https://t.co/mj5v2uXF3H,0.0
4879,4878,Amanha as 14:00 :) https://t.co/biB8IA3t6u,1.0
2952,2951,"@bfoforida Pode ser cerveja então, trás uma bock ou uma Stout :)",1.0
20136,11665,que saudade da minha namorada :(,0.0
25119,16652,@ju_luzz ah mano saudade :(,0.0
25526,17059,Sdds ser assim :( https://t.co/oF7ilMl4NQ,0.0
22702,14234,pior coisa é sair de casa doente porque prof não aceita atestado médico :(,0.0
1885,1884,"@brttOficial @BBatatuda Marin, uns dão o sangue, outros o cu, no seu caso. Já dei tb, relaxa :)",1.0
22507,14039,Queria acordar bonita :( kskfkd,0.0
13669,5196,@tehanifranco eu não tenho disciplina :(,0.0
8884,411,Aí queria tbm :( https://t.co/kDkk1rcXiC,0.0
10795,2322,tantas sdds de ahs :(,0.0
19885,11414,"Bom seria se fosse só ""pedestal"".
:-( https://t.co/rLNUekNR7E",0.0
12787,4314,como consigo ser amiga de alguém que não gosta de filme em desenho &gt;:(,0.0
17577,9104,@Sarah_lemoss minha gatinha morreu :(,0.0
19560,11088,"amanhã sai guardiões da galáxia vol 2 aq, mas sepa q eu vá só na sexta :(",0.0
17121,8648,@letsjacque Só queria saber me teletransportar pra ir na Jac pedir um pedacinho do bolo :(,0.0
23898,15430,eu deixo você assistir desenho até 22h prometo :( https://t.co/CRuZcLhXES,0.0
535,536,"""Arcadia Quest Inferno"" + ""Arcadia Quest Pets"" = muitos, muitos combos!!!! :) E foi minha… https://t.co/qFISdEk5YM",1.0
11185,2712,Dia de ir embora :(,0.0
18513,10041,@Iattte leo eu tr amo demais :(,0.0
12504,4031,Cabou o 7/27 na saraiva? :(,0.0
22930,14462,@conexaocristao Ah eu interajo bastante e não apareci :(,0.0
23944,15476,@mcleitoa oh :( MAS OBRIGADA A SÉRIO SALVASTE TODO O MUNDO AGORA &lt;3,0.0
22260,13791,Totalmente identificado :(,0.0
13005,4532,@moitonzar para c isso &gt;:-(,0.0
15177,6704,@l_flexing4 Meu amor eu sou Leigo... Se as pessoas não jogarem na minha face o que querem eu nunca irei descobrir :(,0.0
9801,1328,"@fifthlsey @JuregMorgado Fiquei sabendo q vc e namorada da heloisa, eu posso ser adotada? :(",0.0
1590,1591,@ankyileana_ Difícil difícil no es :),1.0
17196,8723,Aiaiai queria :(,0.0
20300,11830,"Um gajo mal chegou a casa e já vai embora, ainda por cima o jantar era bom :(",0.0
3985,3984,"Clica e vê o vídeo :)
#mytopfm https://t.co/6vdN1ah7OJ",1.0
4676,4675,@Francisco200269 @Jpedrooliveira0 @SebastiaoCaldei @afonsoc100 agora vem me dizer isso nao cara a ver se nao ficas sem dentes :),1.0
4797,4796,@Rui_PSousa Pq é q não vais jogar ? :),1.0
25671,17204,Mandei um áudio pro Mateus pra ele ver como tá minha voz e ele riu muito de mim kkkkkkkkkkk :(,0.0
14511,6038,"@laylacbs Fiquei internada por infecção nos rins antes do carnaval!!! Mas bebo mt água, então foi por um tipo de bactéria mesmo :(",0.0
7371,7370,@ladycasadevall Perdeu nao! Soh sexta! :),1.0
11052,2579,@renatasofia1893 claro! a minha baymax é que não vai ver comigo :(,0.0
9359,886,@_BiiancaT Naooo kk eles ganharam doa turcos kk mas ta fora do MSI :(,0.0
4983,4982,A minha pseudo crush arranjou namorada :),1.0
11482,3009,@sheslilfancy Carinhosas? Só me despreza :(,0.0
12194,3721,"@MrLCCunha @PodcastCDZ Poxa, vacilo mesmo :( prometemos dar conta dos comentários via Twitter no próximo! Palavra de Saintia!",0.0
18890,10418,"Única coisa que me tira o riso, é não estar podendo jogar futebol, uma das coisas que mais gosto, essa lesão na lombar tá foda :(",0.0
25127,16660,Eu amo vocês. :( https://t.co/aSipwbCjbk,0.0
14813,6340,@mandsrs feliz aniversário coisinha linda!! um dia atrasada mas poxa :(,0.0
8904,431,@regislezz poxa desculpa :(,0.0
7889,7888,@Raquel_0000000 Não ofendeste sorriso metálico :),1.0
21306,12837,só precisava cortar um pouco mais da franja que ia ficar tão lindo :( https://t.co/O7r14HqkIY,0.0
12907,4434,@Predoww @_PrintMan @erick_dscf @lizocchi @Sleepzs @Anitta @VovoPalmirinha @neymarjr @CharlieCharlie @LulapeloBrasil mas vc é &gt;:(,0.0
4315,4314,Dizem que o que se faz aqui se paga aqui então é só esperar :),1.0
16408,7935,Aquele momento em que vc recebe a recomendação de venda de um papel que você não conseguiu entrar no alerta de compra :(,0.0
14867,6394,"Ah eu choro pelo meu amigo cara :( eu sinto falta de ver ela sempre , de ver esse trem me incomodando todo dia ... Mais tudo bem",0.0
11817,3344,"@diazera libera um spoiler ai, tamo subindo a tag desde cedo, a gente merece, vai :( #ClipeDepoisDas11",0.0
13832,5359,o sorriso :( https://t.co/8ch3WCC47f,0.0
10251,1778,"@belasalustiano o twitter é trancado, não tô conseguindo ler :(",0.0
14070,5597,Cabe :( https://t.co/BCwoNtXrLm,0.0
1967,1966,"ela pq ela eh teimosa e não me obedece e se ela pedisse p eu fazer alguma coisa, eu faria :) https://t.co/CBscynAbNM",1.0
12278,3805,"@deboraproenca21 Ahhh eu tbm 
Me isolei um pouco de redes sociais :( 
Tava precisando sabe!!",0.0
13894,5421,@levieira Vou mesmo. :(,0.0
18230,9757,"@pqp_king Eu já tentei e não adianta, eu vou tentar dormir cedo, ai fico rolando na cama até 06:00 ou mais até conseguir dormir :(",0.0
24409,15941,O moço não me ligou pra buscar as armações e hoje já é quinta :(,0.0
6890,6889,boam dia à todos :) *-* ;*,1.0
12298,3825,"eu podia ficar horas apenas admirando o gif do meu fixado, tão lindo :(",0.0
18096,9623,Tô completamente arrasada!... :(:( https://t.co/9OB1K8wWtj,0.0
14238,5765,Vou sentir tanta sdds se meu maninho for msm embora :( qero nem pensar nisso.,0.0
9691,1218,@AnonimoLuck ta sim e por aí? pq o dia ta tristi??? :(,0.0
16115,7642,"É suposto aparecer algo no final :( mas sim, também... — Ahahahahahah ok vou ver o que aparece  https://t.co/0ucdsy3tpq",0.0
5315,5314,@dainezfernanda De nada fernanda :),1.0
1930,1929,que forte hein eita Deus maravilhoso :),1.0
12715,4242,"@laurentwd não, é meio difícil achar elas por aqui :(",0.0
773,774,O álcool é mais meu amigo que vocês :),1.0
21055,12586,"a trama central de casa cheia era muito ruim mesmo, mas os casais eram tão bonitinhos :(",0.0
2594,2593,eu t a ver o filme com um atraso de 10 min :),1.0
15575,7102,"Fire [MV]
janeiro/fevereiro/março/abril
Posições: 22/22/21/17
⬆View :(⬆11.758.827/⬆11.610.151
/⬆10.848.960/⬆12.149.… https://t.co/77ilsXJ668",0.0
23151,14683,@NiallHBra @NiallOfficial Eu ñ consigo ouvir #SlowHands pelo Spotify :(,0.0
2512,2511,"não me conheces? Ouviste falar mal de mim? 

Manda mensagem na dm e vais ver que eu sou um bolinho doce de pessoa  :)",1.0
21162,12693,"oque adianta o whats ter voltado, sendo continuam me deixando no vácuo ? :(",0.0
2255,2254,"@WesenIsmail1 Aha, de ser çavan Wesê ... :)",1.0
4296,4295,1º treino dps da lesão e estou morta :),1.0
9146,673,serio a familiazinha do yoongi eh tudo &gt;:(,0.0
18152,9679,"@124LX Que gracinha! Claro que podemos. ♥️ Tem que ficar feliz mesmo, você é muito bonito pra ficar triste. Eu cuido. :(",0.0
20858,12389,@Ricardo_Savino :( ainda não voltou...,0.0
8707,8705,".@bibianabolson Eita, era você mesma! Parabéns pelo trabalho :)",1.0
13448,4975,mas vc e tao lindinha :( https://t.co/dASjHwKSxt,0.0
898,899,@TocaDoFoxy Só use em jogos offline :),1.0
16549,8076,Essa TPM me dando um super enjôo não ta legal.. :( Todo mês esse embrulho agora.. palhaçada..,0.0
13906,5433,Esse caso do Matheus é foda :(,0.0
7053,7052,Numa frase prova que és o maior fã e música e ganha uns auscultadores Goodis :) https://t.co/hxaSuT9ct5 Participa j… https://t.co/La4fIEKXLW,1.0
1239,1240,"@znath_ 
:) sim vou flodar :) https://t.co/8CWFL3Nfal",1.0
11796,3323,2017 e escuta o Humbug até hj me add pfv :(,0.0
12061,3588,"Ain ela viajou :( 
Mas algo me diz q vai tentar voltar logo.",0.0
