"id","text","sentiment"
"10306","Poxa Gilmar, convida a gente na próxima! :( https://t.co/Z6UHQjQNZc",0
"10307","FAAAAAAAAAAAAAABBBBBRIIIIIIIIIIIIIIIIIIIIIIIIIICIIIIIIIIIIIIIIIOOOOOOOOOOOOOOOOOO AUGUSTO @fabricionaweb, ME DÁ MORAL :(",0
"10308","to virada num zumbiii :(",0
"10309","Que lindo dia para seguir acostado :(",0
"10310","@RennanAndrade14 to com sdd amor... :(",0
"10311","@dpcsta você é maravilhosa viu? mas ainda não passou :(",0
"10312","a carinha de preocupação do seugcheol :( https://t.co/ATA7dK13fH",0
"10313","@wagner_borja @gc___c @camyllafrigatto Ela aprendeu e ele desaprendeu :(",0
"10314","não vai ter brasileirão de novo na @futband ? sinto falta :( essa crise não acaba",0
"10315","A LU E A DU TÃO AQUI EM SP :(",0
"10316","Meu remedio acabou e minha receita sumiu :(",0
"10317","que triste, vou embora daqui a pouquinho :(",0
"10318","galera, tá começando tudo de novo, aquela vontade de afastar todo mundo de mim. :(",0
"10319","aewwww que recueldos :(",0
"10320","@DzNeves Meus pêsames :(",0
"10321","chorei ontem na prova de Matemática :(",0
"10322","Bonito cartel :( https://t.co/Dt0niAKowA",0
"10323","@Itsbrn Tem história que há anos entala na minha garganta... mas acho que uma conversa/pedido de desculpas resolvia pra mim... :(",0
"10324","Não sei dar parabéns pras pessoas por facebook/whatsapp. Desculpa :(",0
"10325","@btsxsex Eu amo gatinhos, pena que tenho alergia :(",0
"10326","alguém faz meu trabalho pra eu dormir até meio dia :(",0
"10327","Nem tive tempo de lanchar hoje :(",0
"10328","bar :( : 611ea460-5053-4e04-a017-39c7050a2932",0
"10329","Chega tô triste em pensar que vou chegar cedo na faculdade :(",0
"10330","correios em são paulo está de greve e minha encomenda da @Nerdstore está presa na Vila Maria...poxa :(",0
"10331","@ShawnMendes eu te amo tanto :(",0
"10332","ai as minhas filha :( eu espero que elas descanse direitinho e coma bastante https://t.co/opA1Qh9SwM",0
"10333","@aanderson_diniz Queria ser, não sou :(",0
"10334","Adeus :(",0
"10335","queria tanto ir pra sao paulo ver a lucy rose. mas não será dessa vez :(",0
"10336","@alvaro_bernart @_escapista você não iria não? :(",0
"10337","As lojas de janaúba tem q ter entrega a domicílio,sem cobrar frete kkkkk :(",0
"10338","Poxa que preguiça.. deveria ter ido dormir um pouco mais cedo :(",0
"10339","Gente, VCS NÃO ESTÃO RESPEITANDO A MINHA HISTÓRIA &gt;:(",0
"10340","Chateada que a única aula de psicopatologia que eu faltei foi a mais legal :(",0
"10341","Nossa, coisa horrível! Acabei de ver uma batida de 4 carros aqui na Amarela! Freiada e barulhão! Horrível :(",0
"10342","Ai que sono. Não quero trabalhar :(
   #BTSBBMAs",0
"10343","Eu não sei lidar com essas lembranças :( que saudades!! https://t.co/G0dt8gDIZA",0
"10344","quando vc ta fazendo redação escutando countdown e fica pensando em coreografias mas ai lembra que n dança mais :(",0
"10345","Chamo :( https://t.co/9gzdAvmrJs",0
"10346","acordei e logo vi os panos de prato da Disney que comprei! Poxa @AvonBR sabia que eram um pouco menores, mas que qualidade bem ruinzinha :(",0
"10347","@NaayaraMello @IsabelaaFreitas miga, são só 3 miga, cabo já :(",0
"10348","@siibarita mandei mensagem no instagram hj aguardando a resposta :(",0
"10349","@deabedo eu e nick n vamos :( melt n terá sentido ksksksks",0
"10350","@ninatangerina super acredito! mas resolver trabalho por DM eu acho muito foda :(",0
"10351","Li ontem q 35% dos jovens no Brasil sofrem de algum tipo de ansiedade/depressão q impedem d seguir em frente c/ seus projetos. complicado :(",0
"10352","Tô triste que não cantou :(",0
"10353","Abriu um burguer king no Iguatemi mas a fila tava imensa e ja tava perto do horario do filme eu sofri enquanto comia mcdonalds :(",0
"10354","amiga nao da risada de mim pelo amor eu to sofrendo kkkjkkkkkj :( https://t.co/jEaUMeB9MZ",0
"10355","@unicorndepress Vou ficar na dieta liquida mesmo :( só suco e sopa",0
"10356","De 3 matérias presenciais, duas tirei nota vermelha :(",0
"10357","Apple por que tu és tão rígida assim :(",0
"10358","Aiai, queria uma festa surpresa :(",0
"10359","Como eu já esperava, fiquei c I em Introdução a Logistica :(",0
"10360","@baestrokes tô com saudades, bebe :(",0
"10361","Eu só queria um Mc Donalds :(",0
"10362","@cesartlf Olá, César. Tudo bem?
Ainda não temos nenhuma informação :(

Ficaram lindas não é? Eu também queria uma hahaha.",0
"10363","Que cansaço terrível :(",0
"10364","É sério gente,eu tô passando mal de nervoso/ansiedade pro jogo de hoje :(",0
"10365","Sempre quis fazer isso :( https://t.co/SkzgrUEzjy",0
"10366","@CutieKimNamjoon kkkkkk calma vai dar tudo certo, eu to vendo até FC votar sem :( ajuda a avisar o povo kk",0
"10367","Queria estar dormindo agr :(",0
"10368","MEU CANAL TA UM LIXO :( NÃO SEI MAS OQUE FAZER!!!!",0
"10369","@lidycomisso @natalianambara Também  ): e estou machucada e não posso ir pra academia :(",0
"10370","Bom dia com aquela dor nas costas que só quem já fez um exercício errado na academia sabe como é :(",0
"10371","Tô muito assustada
Eu indo pra escola 
Tentaram roubar meu celular :(",0
"10372","Eu quero que os alunos venham, mas não quero :(",0
"10373","Acordei com Ana passando mal :(",0
"10374","@Wallashatake menine que horrível! já passei por isso é a sensação é péssima :(",0
"10375","@catowowman hue! mas tinha outro em casa :(",0
"10376","Eu nao vou surta q o Bruno vai vim pra BR RJ
e sei q nao irei no show dele :(
então maracugina",0
"10377","Bentar :( https://t.co/ooQiaY57jL",0
"10378","@gabrilaprimitvo :(
Tô não, tinha um seminário para apresentar hoje.",0
"10379","@goncalo_welch Tem restrição de idade :(",0
"10380","Gente!
A American Airlines dá um beneficio para você e quando você tenta usar sai mais caro! 
Cade meu desconto de agente? quede? :(",0
"10381","Aff cada dia mais lindo :( https://t.co/j6qSswuEWo",0
"10382","@LucasLerina Meus olhos encheram de lágrimas vendo esse vídeo... E nem consegui ver inteiro :(",0
"10383","Necesito mi celular :(",0
"10384","#Despedida

Nossa, que lindo texto o dele :( https://t.co/XgAE33vpe3",0
"10385","eu fico mt triste qnd tô tendo um sonho dhr e alguém me acorda :(",0
"10386","@LeoOliveiraR piorei mozão, quase desmaiei agora de manhã... vou pra aula só de tarde :(",0
"10387","Tem gente que não percebe que você nunca deixo de querer estar com ela kkkk triste :(",0
"10388","@onmccall AAAAAA THAIS se eu me afastei foi sem perceber desculpaaaaaaa saudades de vc me mandar áudio cantando :(",0
"10389","@ThiagoOurives Putz :(",0
"10390","Vocês têm certeza que não tem mais feriado em dia útil esse mês? 
Só porque me acostumei o próximo é só em junho :(",0
"10391","Eu não tomei café pra vim, tô até agora sem comer nada :(",0
"10392","Fdp comeu os docinhos que eu ganhei todinhos :(",0
"10393","Pior que ser ignorada é ser mal respondida :(",0
"10394","fico agoniada com Uniq com esse tanto de atividade individual e nada de comeback :(",0
"10395","@alles_war @CalicFs Ai, desculpa :(
Deixa o povo todo ver a gnt troca 
Concluí que é insustentável por mais de um dia assim akshshd",0
"10396","@1jowmentiroso @geozsousa @brun_nowar Esse fim de semana eu não posso princesa :(",0
"10397","@ItsTroc @Tronwinps @Dubblez_ vou ta em são paulo :/ retorno dia 9 pra casa :(",0
"10398","Blue desculpa estar sp a dar quotes :(",0
"10399","que saudade de ir pra coinha :(",0
"10400","que saudade do Bosco :(",0
"10401","eu quando tenho que subir escadas e erro o degrau  ~~~ é frustrante ter que se concentrar mto :( https://t.co/ly3WoAGlGd",0
"10402","a barbinha por fazer serio alskkkkkk te amo mais que tjdo :-( https://t.co/5T7xJ1wCkJ",0
"10403","@letirsio me envergonho pois fiz twitter por causa dos colirios da capricho :(",0
"10404","@DreiYmon huhu grabe :(",0
"10405","Eu to com muito frio :(",0
"10406","@luiztretando ninguém me ama só pq eu sou chato :(",0
"10407","@minidangerous Verdade :( haushsuhaus",0
"10408","não vou mais te flooda @Nemesis_Horizon vc n me responde :(",0
"10409","@OficialCorredor @Palmeiras A empresa onde trabalho proibe camisa de time :(",0
"10410","@jarredethe monstruito :(",0
"10411","@d_aleajactaest pára de tocar no meu ponto fraco :(",0
"10412","Reparo ele em todas as fotos do H. :( muito bebe",0
"10413",""" lembrei que quando me pego lembrando da gente eu sinto falta de poder lembrar de alguém."" :( https://t.co/urLkDPX4Ty",0
"10414","kkakakakkaka Carlos Zamorachamo te voy a olvida :( https://t.co/0NzTaTvnCL",0
"10415","@sayonayara mas eu sou da hora :(",0
"10416","minhas mamães :( https://t.co/Q2FtuCOAdA",0
"10417","@BUBBLEANTONELLI @lovantonelli do nosso trio :(",0
"10418","Única coisa que me tira o riso, é não estar podendo jogar futebol, uma das coisas que mais gosto, essa lesão na lombar tá foda :(",0
"10419","Ajuda poxa :( — Ajudar com que meu??? https://t.co/DJKyjB4R36",0
"10420","@ritasilva87 pois é :(",0
"10421","Vocês não querem que eu durma :(",0
"10422","@marcosscalercio infelizmente o sinal do damásio tá péssimo novamente e estou perdendo sua aula prof :(",0
"10423","@reehqueijao @yannbrs HAHAHAHAHAHAHA, tá bom gente tá bom :(",0
"10424","@hihi_Jessica nao tem mesmo nao :( nao resisti e procurei ""fungo"", 0 resultados hahahahahaha",0
"10425","Então eu não quero que ninguém me ensine nada :( https://t.co/LZdRxAmei7",0
"10426","Eu queria calar mas não deu.. Fiquei em silêncio um tempo mas parecia que ia explodir :(",0
"10427","@iamlumina Cara, essas coisa me deixam muito triste :(",0
"10428","Tô mancando kkkkk
Que dor :(

I vote @BTS_twt for #BBMAs Top Social Artist #BTSBBMAs",0
"10429","Ô meu deus. :( /hug https://t.co/9ikG6CrNil",0
"10430","fiz exame de sangue e meu braço ta doendo :(",0
"10431","@simutz_ Tá foda :(",0
"10432","Sonhei que saia um novo Castlevania em 2D pixalado :(",0
"10433","E não dá pra ir na academia sem comer algo melhor.. Então preciso me obrigar a comer 2 fatias de pão integral :( Mó ruim",0
"10434","não vi nada disso tava na festa :( (triste) https://t.co/9Lxdo0LhTn",0
"10435","@netflix Bom dia, me ajudemmmmm!!! Não consigo alterar minha senha de jeito nenhum :(",0
"10436","@mcappetine soldado tá abandonando firme o batalhão :(",0
"10437","@paulophhenriq entaum me beija pau lo :(",0
"10438",".@elpais_brasil queria participar :(",0
"10439","@fdecbn o Zé falou que os convidados serão : Raí e Rita Lobo, e a Sandra Annenberg? Ele não vai participar mais? fiquei triste agora :(",0
"10440","Mulheres q sente dor na ovulação :(",0
"10441","#SeSentindoTriste Bom dia ou não :(",0
"10442","No mt kak no mt :(",0
"10443","@gabrexchange não me vejo fazendo isso :(",0
"10444","UMA DAS METAS PARA ESSE ANO ERA SER FRIA KKKKKK FAIL :(",0
"10445","@abryl_hdz @syntekoficial A mi nunca me pelan :( haha",0
"10446","ai eu queria uma caroninha pra casa hoje :(",0
"10447","@Jaamisson Amigo, seus hábitos não são lá muito saudáveis também, né? :(",0
"10448","e não rolou :(",0
"10449","mintira, deve ser mô ruim pro bichinho :(",0
"10450","@VectorGalindo Sim :( tá difícil ser cantora pop ultimamente, top 10 da billboard tá aí pra provar",0
"10451","@caiquepala Poxa :(",0
"10452","@viniciusrlima @guivasconcelos Gente eu to chorano q ele trancou o ig :( to quase pedindo p ser amiga",0
"10453","@La_Cavallero nossa eu to tremendo, que coisa mais horrivel :(",0
"10454","@nicolasfgodoy @paolalopes_m puts nem fui mano :(",0
"10455","6 dias sem ver os migos na escola :(",0
"10456","mais uma E3 chegando e eu não irei :(",0
"10457","@sramelo_ Daqui uns 3 anos quem sabe kkkk :( mas acho que é questão de no máximo 6 meses, tempo suficiente pq uber pegar o feeling daqui",0
"10458","Quando eu acho que vou melhorar 100% aí dá aquela recaída, nariz entope, tossida seca, não aguento mais :(",0
"10459","confirmei presença num evento esquecendo que terá atibaia no msm fds, agr tenho que decidir em qual que eu vou :(",0
"10460","@eusoulacerda eu nao tenho o whatsapp de todo mundo :(",0
"10461","Meu nenê já vai :(",0
"10462","Me dormi :( que cólera.",0
"10463","hoje eu só sei q vai ter muito trampo :(",0
"10464","Ju coloca um novo piercing :( sei lá na boca, orelh... — Ah nem quero  https://t.co/qs910hdqeE",0
"10465","@La_Cavallero sim miga, eu não consigo compreender :(",0
"10466","MUITO FELIZ PELO TRAILER DA TORRE NEGRA 
Mas aquele que vazou com Behind Blue Eyes tocando ao fundo era bem melhor :(",0
"10467","@catgront @alexdanhvers @catcosquad @SlyPride13 não melhorou nesse último episódio? :(",0
"10468","@jiyzu Poxa :(",0
"10469","N nasci pro frio :(",0
"10470","a vizinha desligou o wifi ontem de noite kkk :( &gt;&lt;",0
"10471","bar :( : a0523362-3e62-4209-bfac-96f7b190d8ba",0
"10472","Se bem que minha fixa é a 27 e arrecem chamaram a 13 :(",0
"10473","Meu Deus que dor de garganta :(",0
"10474","Nem me nota :( https://t.co/m3YsUWQDLk",0
"10475","@rustyfelipe Hahahahaha bem algo que eu faria! Eu acabei escutando só uma vez :(",0
"10476","POXA O TANQUE ENCHEU DE ÁGUA SE ELA MORRER, MORRO JUNTO :(",0
"10477","pior noite :(",0
"10478","@cravicanel E era mesmo... :(",0
"10479","@jviitors :( Pois é Jão ! Ainda não temos notícia dela",0
"10480","olha a covinha :( muito minha casa",0
"10481","Não podem cancelar TO :(",0
"10482","Tô me sentindo no fundo do poço em termos de responsabilidade e cuidados comigo mesma :(",0
"10483","@OITNBrazil Nem eu :(",0
"10484","@95LNYG Eu to gripada. :(",0
"10485","@sanchez_heitor eu n sei quem é :(",0
"10486","@gxbvss7 infelizmente não :(",0
"10487","@polereis Se eu pudesse :(",0
"10488","@___rods esperava que você pagasse :( IOSHOISHOIAAS",0
"10489","Vim trazer meus sobrinhos na escola e vi um gurizinho de long, bateu a famigerada saudade da minha época :(",0
"10490","Acabaram os bilhetes :(",0
"10491","Eu tou viva :( https://t.co/iOtTVHkePM",0
"10492","Queria um batom da cor vinho :(",0
"10493","Peguei uma blusa do Lê para sentir o cheiro dele. Algumas horas longe e estou com saudades. :(",0
"10494","eu sempre estrago tudo :(",0
"10495","Que cosa que me emputece :(",0
"10496","Quando a fumaça me atrai me lembro tudo de novo, eu vi sua conquista, eu vi seu primeiro oitao :(",0
"10497","@cherrylicked aaaaaaa linda :(",0
"10498","FALTA DE TOAAAA VERGA !! :( https://t.co/meICvy1rqg",0
"10499","bar :-( : 5188a055-0e57-4972-9e4f-a6502d5b8c2a",0
"10500","Venham fazer-me o almoço :(",0
"10501","Queria que tivesse Doctor Who no Prime Video, agora que não tem mais na Netflix :(",0
"10502","Vc n me quer ué, nem fala comigo mais :( — Mas gente, n sei quem é https://t.co/E9bW0G072k",0
"10503","já tô em casa, meu sonho seria poder dormir até de tarde, mas tenho q começar a estudar para as provas da tarde :(",0
"10504","@lyncolneduardo ah seu lindo, nem parou :(",0
"10505","@elizabetebatore Eu não faço low carb radical, mas só como pão de manhã muito raramente. Foi o mais difícil pra mim. :(",0
"10506","@matheusvicentee @menestresse Dub é aquela parada meio ragga? Manjo não :(",0
"10507","@AlineSFCarneiro iih te respondi o negócio do Bitt e não te respondi o do chocolate, desculpaaaa :(",0
"10508","depois da live tentei fazer a superada mas hoje acordei numa bad fodida. :(",0
"10509","@prtrrs aaa quero sim! é pra fazer aula em casa mesmo, meu professor é mt vacilao :(",0
"10510","sdds de lucastv :(",0
"10511","@viapatao num tem :( mas tem no site: https://t.co/QQGLYNl0BI",0
"10512","Vamo la pra cozinha adaptar alguma coisa pra mim encher o negocio com hidrogênio  :(",0
"10513","parte boa do dia, vou almoçar com a Nathy e dormir na Ju. parte ruim do dia não vou ver o alisson :(",0
"10514","Seria melhor si eu pudesse comprar hidrogênio :(",0
"10515","@itau Só vale pra conta corrente? :(",0
"10516","@bazayha Só um bocadinho ?? Eiaaa fogo :(",0
"10517","bar :( : e3f4cb97-d2ed-45bb-a26a-36dde3acb1bb",0
"10518","@lbarbosaaa ainda nao assisti :(",0
"10519","@laessaaa Mas são só 9:30 :(",0
"10520","que cólica :( nossa",0
"10521","O gatinho morreu :(",0
"10522","@reimascarenhas é treva mesmo :( só problemas diariamente",0
"10523","@pandiluna Come mai? :-(",0
"10524","@adriano_vaz2007 Eu não lembrava seu user nem ferrando hauahua perdi monte de gente quando perdi a conta :(",0
"10525","no se usar tumblr :( https://t.co/JmN8C32KcZ",0
"10526","@xzduda eu quero amor :(",0
"10527","bar :( : e87b614c-4c99-4478-a07b-bb81ae7b62fd",0
"10528","É que a saudade hoje veio de galera :(",0
"10529","@ratukinha hahaha não :(",0
"10530","não acredito que saiu preview já aaaaa que ódio, só vou ver quando chegar em casa :(",0
"10531","Gente a xícara que a suellen me deu caiu no chão agora pouco, acho que nunca chorei tanto por um objeto :(",0
"10532","Eu só queria que os correios entregassem minha encomenda, só isso! :(
Alô Curitiba!! Tamos ai! Por favor nunca te pedi nada!",0
"10533","queria ter sardinhas no rosto :(",0
"10534","@slayitlevi Fds quero ir ao Porto :(",0
"10535","@NNCRLNVR tbm queria :(",0
"10536","Estou com dor no estômago :(",0
"10537","@MarianaMMoreir2 Sim!!! Ai eu sinto uma falta horrível da cultura :(",0
"10538","@falaferdi Eu não sei o q fazer c as minhas amigas que esquecem de me dar feliz Aniversário :(",0
"10539","Minha cama falando pra eu não sair dela :(",0
"10540","@98MQI Sim, eu peguei uma gripe forte, tá difícil de sobreviver. Mas tô tomando remédio e no aguardo pra melhorar. :(",0
"10541","@enjoei inacreditável.... :( queria comprar uma ecobag e o frete é 3x mais caro que ela",0
"10542","@Naiarazevedo queria tanto poder ir pro DVD, mas será fechado :(",0
"10543","o que vai ser da minha vida quando eu terminar himym? :(",0
"10544","@SInow Pobre Tim :(",0
"10545","@AndrSchiminski Ai :( Também já sonhei isso, é foda",0
"10546","minha gata sumiu :(",0
"10547","@unlostpoly que festa do beco que é? sabado agr n posso :( aaaaaa",0
"10548","Rudá ta todo arrebentado tadinho...tequila fez um estrago no bb :(",0
"10549","Hoje tive que vir mais cedo pro trabalho :(",0
"10550","Que linda sonrisa :( https://t.co/6EPpgr6jR7",0
"10551","tão lindos :( https://t.co/Gr0P4bVAfu",0
"10552","@brunafries Que saudadeeeeee! Queria mt voltar :(",0
"10553","Cade o famoso @ pra eu dedicar esse Tweet :( https://t.co/5gMlGLiwyV",0
"10554","@luscas @dmrsjp pf né :(",0
"10555","@CelloCunha Pois é! É uma bizarrice sem tamanho! Pior que o estágio é obrigatório :(",0
"10556","@oliotiyouth eu ainda nao fui la :( é nova né???",0
"10557","@guilhermesousa ai tem que ter, se não vou chorar muito :(",0
"10558","@foimsm na maioria das vezes é isso msm :(",0
"10559","@kirchprincess aaaaa :(
é a forever, melhor festinha de lá",0
"10560","Eu já vivi o fim algumas vezes... E lá é horrível. :(",0
"10561","Todas sem final :(",0
"10562","O peixe urbano tem de melhorar o algoritmo, me oferecer Removedor de Pontas Duplas é crueldade. :(",0
"10563","@taviao Não vai pro Rj.... chorei com a despedida :(",0
"10564","Meninxs que dormem e acordam com dor de cabeça me add :(",0
"10565","estou esperando uma fto da JCap com a Josie :(",0
"10566","@joanaccbarbosa vida triste a nossa, e não há forma de resolver isso :(",0
"10567","@_VictorGasperin o meu ja se foi :(",0
"10568","Hoje bateu maior falta da Mariti :(",0
"10569","Minha irma n quer me trançar hj :(",0
"10570","no momento só queria uma amg p ir em cf :(",0
"10571","acordei mó cedo :(",0
"10572","@elikatakimoto @Cavalcanti13R respirando artificialmente :(",0
"10573","Eu sonhei que tava chorando muito e acordei passando mal :( não tô bem não galera",0
"10574","@MoceDumCabreste Eu não sou merecedor para me juntar a Cristo. :(",0
"10575","ai gente :( https://t.co/N2PcnjWpQh",0
"10576","@amandadbastos @pizzasays Mulher acho q pra OAB eu não consigo relaxar nem se quisesse :(",0
"10577","To com o coração apertado :(",0
"10578","to extremamente enjoada, não consegui comer nada ainda :( apesar de estar c fome",0
"10579","@gabrielx0506 Porém sem chance de ver nada.. começa às 19h, é o horário que saio do trabalho, fora que tem que chegar uma hora antes :(",0
"10580","@Ana_Artioli_ só quando precisa :(",0
"10581","eu não vou conversar com mais ninguém, as pessoas estão me sacrificando :(",0
"10582","queria matar marketing, pegar um catamarã e ir p casa dormir, mas lembrei q to em eldorado e n tem catamara p eldorado :(",0
"10583","#CrimesQueJáCometi qdo eu era pequena, uns amigos meus distraíram o velhinho da esquina eqto eu pegava as bolinhas de gude da banca dele :(",0
"10584","Hj não é um dia bom pra ficar sozinho :(",0
"10585","@gabrielx0506 Poderia ter de sábado... :(",0
"10586","@Krysales_ to esperando até agora menina kkkkk ontem estava tão na expectativa e nada :(",0
"10587","@BMelo96 eu passei frio a noite, por isso... o povo não parava de puxar o cobertor :(",0
"10588","me sentindo 100% culpada depois de comer um salgado e bolo de chocolate KAKAKAK socorro :(",0
"10589","Sdds de um bom dia ou de um dormiu bem :(",0
"10590","essa música me faz lembrar de uma época que eu chorava só porque minha mãe me barrava nos shows hj eu choro pq me odeio msm :(",0
"10591","é bem legalzinho mas tem que ter coordenação :( https://t.co/iwvzwsIIOw",0
"10592","preciso voltar a ver pll, quero saber o que rola na história mas tá ficando chato e enrolado demais aff :(",0
"10593","@Caah_HP carol, eu vou chorar :(",0
"10594","Estou arrependido de não ter pego Salgado e doce do niver da minha irmã.. :(",0
"10595","E hoje não vai rolar um cafezao :( :(",0
"10596","Agora que o assunto é importante ele não vê DM @EyeOfTheGames  :(",0
"10597","Cada vez mais vai chegando minha vontade de ir pro @n_design27 e pro @rtreme2017, sendo que as chances de eu ir são levemente remotas :(",0
"10598","@gabrielx0506 Terça e quinta :(",0
"10599","@SamanthaQuadrat pegadinha e eu não consigo tirar :(",0
"10600","Dormi muito mau hoje :(",0
"10601","@corvinauu sim :( eu ja aguentei por 4 longos anos, isso n é vida, eu to cansada, cansada de aguentar isso tudo",0
"10602","@JCSerraCampos Não teremos uma edição em Goiânia :(. As próximas serão em Porto Alegre, Curitiba e Sampa ;)",0
"10603","@guilagrotta cadê ela aliás? sumiu :(",0
"10604","mano esse menino nao existe :( https://t.co/B9myml0PdH",0
"10605","Sempre que eu vejo fotos desse tipo me da uma vontade de chorar pq eu sei que nunca vou conhecer ele :( https://t.co/SoPAOB5YBK",0
"10606","não quero estudar :(",0
"10607","Odeio ficar fora de mim :(",0
"10608","Que noite :(",0
"10609","@rafapastoree eu não voltei pra casa esse feriado :( To todo atolado de coisas aqui na faculdade",0
"10610","@joao_michelis que saudade joaooooo :(",0
"10611","@jecnniekr @cgantrbl @prindocess @hmyeot @cyphrjin @ksrwoon bocor :(",0
"10612","Tadinha da elvira :( pode pular pra parte q ela e anna viram amigas. Aposto q isso vai acontecer",0
"10613","e o corpo dela ficou pequeno :(",0
"10614","próxima aula é provinha de matemática aaaaaa nem quero :(",0
"10615","a voz do Paulo Sousa, oh shit :(",0
"10616","@InesBrasilTV Dei RT pra ajudar a salvar o auau :(",0
"10617","@tuwangel_ aconteceu a mesma coisa comigo :(",0
"10618","@pedrenriqueo ainda nao tenho uma no meu ap :(",0
"10619","@c_ruccini aquele lanche da kombi agr em :(",0
"10620","Mais um dia que eu queria ter acordado em outro plano espiritual, mas acordei aqui :(",0
"10621","@pontofrio Código 11439302. Na hora que vai pro carrinho, o preço sobe. :( https://t.co/T6Bh0i6kQc",0
"10622","@BumbumdoIan @BTS_twt eu também :(",0
"10623","tchu ta dodói :(",0
"10624","Não tive com ela hoje :(",0
"10625","só queria ir embora :(",0
"10626","@miyakke1 poxa hauahauaha :(",0
"10627","Af meu amorzinho não acorda :(",0
"10628","Só vou ter aula sexta e sábado até meus professores voltarem da greve :(",0
"10629","Por mais que ela tenha dito ontem aquilo, eu não vou considerar. É difícil :(",0
"10630","Ontem eu estava um poço de raiva e não consegui comentar sobre a morte do Belchior. Grande perda pra música brasileira :(",0
"10631","a carinha dele :-( https://t.co/Ew9DsutT7h",0
"10632","Sério, nesse frio, bem que a @BepantolDerma podia me ajudar com produtinhos ne?
To parecendo cobra, descascando :(",0
"10633","@linelefay essa starbucks é assustadora porque só tem médico de jaleco e gente doente :(
(era horrivel trabalhar lá)",0
"10634","Dia de vacina :( adivinhem quem já esta chorando...eu, euzinha",0
"10635","omg o amor da minha :( https://t.co/qRBDMGGbz7",0
"10636","Totti, Gerrard, Lampard, Alonso, Lahm... Uma galera da geração que fez a gente gostar de futebol tá parando :( https://t.co/k5EfojmW9Y",0
"10637","@RecitoBobMarIey. Agora ta esse clima tão ruim :(",0
"10638","@ccabeyo_ corretor :(",0
"10639","eu te amo muito :( https://t.co/AfVdQOTBeY",0
"10640","E ontem tinha tudo P ser uma noite perfeita, gabaritei a provinha e depois fui ver o jogo no enjoados, só Q o Botafogo N colaborou :(",0
"10641","@cahcildis Tô +ou- :(",0
"10642","@legumehs que caro!! aqui o copinho de 150 ml custa 1 real, se for com leite adiciona só 25 centavos :(",0
"10643","@raiyankas Aiii para de tweets tristes :(",0
"10644","Eu não quero levantar :(",0
"10645","Eu só queria parar de pensar em vc :(",0
"10646","eu sou campeã sulamericana em comprar brincos bonitos e baratinhos e depois perdê-los :(",0
"10647","Sou tão apaixonada por aquela gaja :(",0
"10648","@foque_me definições de burrice, isso sim :(",0
"10649","@LuanadaRossa Nossa lu agora entendi tudo.... dscp eu uso anel de castidade jonas brothers :(",0
"10650","@miyakke1 Mas é verdade mesmo, eu só passo raiva com pessoal do meu curso :(",0
"10651","sou péssima pra confiar nas pessoas :(",0
"10652","@mariaccopetti o pior de tudo é a tendência de ter mais :(",0
"10653","Último episódio de Michiko to Hatchin. Queria que tivesse mais. :(",0
"10654","@harmozayn é intervalo :( vc podia tá Aq",0
"10655","@ANTIERIXOXO Não é não :(",0
"10656","@NeOgando Eu tampouco :(",0
"10657","Tava demorando pra eu acordar com essa sensação de bad de novo :(",0
"10658","Achei q tava tomando um remedinho da alegria :(",0
"10659","@LeoDroid_0 @Lari_Nutella Isso é resultado de
stress mental :-(   Atividades físicas podem resolver isso e outros p… https://t.co/c4PmtQpPKK",0
"10660","Ela e uma miuda fantástica e nao merece isto :-(",0
"10661","@trustnopie É verdade :(",0
"10662","@Luizcomz7 Respeita minha história ta? :(",0
"10663","@leandrocm Pq vc nao respondeu o meu tchau :(",0
"10664","Tá ruim de melhorar real desse resfriado :(",0
"10665","@grazielakrs Grazi emojis não contam o voto :( I Vote for BTS for the #BBMAs Top Social Artist #BTSBBMAs",0
"10666","Colocar a parte inferior do aparelho agora, é hoje que vou sofrer :(",0
"10667","Eita quenhe q n vai pro medico mais :( 

MAS LUTEM PELOS DIREITOS SIM https://t.co/vCdgwaA3jA",0
"10668","precisando sair e ver amigos :(",0
"10669","@EmyGARTANI @NawalElZoghbi @MarcelZoghbi @FestMawazine @kaoutaritah 3o2bal masr :(",0
"10670","Nao.vou aguentar muito.mais :(",0
"10671","Sonhei que era maltratada pela @ladygaga acordei bem triste :(",0
"10672","@CadarFredj @luanmadson Podia voltar pró clássico hein? Nem que fossem os últimos 30 minutos do jogo.. :(",0
"10673","Cada Champions :( https://t.co/L3SbVcdVrJ",0
"10674","@xuxulizei @SukudKju tb queria te ver :(",0
"10675","O @FeCastanhari acorda todo dia assim :( quem não sente não é? https://t.co/9mhXdwUaDC",0
"10676","as votação começam com tudo passa um dia as pessoas param de votar :( #SelenaBBMAs",0
"10677","Falando nisso preciso fazer xixi :(",0
"10678","@Laurabombazar perdi a fé na batata palha agora :(",0
"10679","Minha barriga dói :( não vou p colégio  ficar de rabo sentado só copiando dever n I vote for @BTS_twt for the #BBMAs Top Social Artist Award",0
"10680","Sobra :( https://t.co/ECaNzA4RqS",0
"10681","Só tenho pena que tenham tirado o Justin como personagem por poderem acusar a escritora de difamação :(",0
"10682","Espero que eles não achem minh pt q deixei no carro, que vascilo da porra :(",0
"10683","pior q a gente sabe q a pessoa n tá bem :(",0
